"variable","root_variable","mean_min_depth","occurrences","interaction","uncond_mean_min_depth"
"EPH","RAMAN",7.08311111111111,28,"RAMAN:EPH",2.86
"EPH","RR",6.47733333333333,17,"RR:EPH",2.86
"IP","BET",7.56,10,"BET:IP",2.88
"IP","CL",7.72444444444444,17,"CL:IP",2.88
"IP","EC",7.53333333333333,20,"EC:IP",2.88
"IP","ENEG",7.13650793650794,31,"ENEG:IP",2.88
"IP","EPH",8.33155555555556,17,"EPH:IP",2.88
"IP","IP",7.55111111111111,27,"IP:IP",2.88
"IP","MNN",7.36311111111111,14,"MNN:IP",2.88
"IP","MT",7.32444444444444,10,"MT:IP",2.88
"IP","NC",6.69022222222222,8,"NC:IP",2.88
"IP","NDE",8.78564814814815,16,"NDE:IP",2.88
"IP","PTIME",7.91911111111111,11,"PTIME:IP",2.88
"IP","PYRID",7.54844444444444,11,"PYRID:IP",2.88
"IP","PYRRO",6.34888888888889,10,"PYRRO:IP",2.88
"IP","RAMAN",9.74444444444444,20,"RAMAN:IP",2.88
"IP","RR",7.15466666666667,14,"RR:IP",2.88
"MNN","BET",6.144,26,"BET:MNN",3.5
"MNN","CL",6.85333333333333,23,"CL:MNN",3.5
"MNN","EC",5.80888888888889,30,"EC:MNN",3.5
"MNN","ENEG",4.49024943310658,39,"ENEG:MNN",3.5
"MNN","EPH",4.26311111111111,39,"EPH:MNN",3.5
"MNN","IP",4.43777777777778,38,"IP:MNN",3.5
"MNN","MNN",5.78933333333333,27,"MNN:MNN",3.5
"MNN","MT",6.43022222222222,19,"MT:MNN",3.5
"MNN","NC",5.28622222222222,19,"NC:MNN",3.5
"MNN","NDE",5.29953703703704,34,"NDE:MNN",3.5
"MNN","PTIME",6.38711111111111,22,"PTIME:MNN",3.5
"MNN","PYRID",5.80888888888889,25,"PYRID:MNN",3.5
"MNN","PYRRO",5.48,15,"PYRRO:MNN",3.5
"MNN","RAMAN",7.67066666666667,26,"RAMAN:MNN",3.5
"MNN","RR",6.45155555555556,18,"RR:MNN",3.5
"MT","BET",5.65333333333333,25,"BET:MT",3.52
"MT","CL",6.17555555555556,28,"CL:MT",3.52
"MT","EC",4.94933333333333,33,"EC:MT",3.52
