IP,ENEG,NDE,GRAPHENE,CTUBE,BIO,MT,NC,MNN,PYRID,PYRRO,RAMAN,BET,PTEMP,PTIME,RR,FLOWCELL,EC,CL,CPGC,EPH,TOF
7.83,1.83,6,0,1,0,11.9199485,17.02996079,4,42.07,50.81,1.02,720.81,800,2,5.97572396,0,0.5,1,0,7.2,0.756635278
7.69,1.9,10,0,0,1,0.32,4.248554465,4,46.378,48.64,1.02,610.1,900,1,5,0,0.1,0.8,1,6.8,3.196347974
7.61,1.91,8,0,0,1,3,5.3,3,51.2,37.3,1.029924006,531.4776239,1000,1,5.813577936,0,0.5,0.405760796,0,7.3,2.398889008
7.83,1.83,6,0,0,0,2.3,2.3,4,44.4,4.7,1.120989563,601.5032528,900,2,5,0,0.5,1,0,7.2,1.889319173
7.61,1.91,8,0,1,0,1.68,6.424020884,3.7,58.2,18.8,1.100377892,648,800,5,5,0,0.5,0.35,1,7.2,3.805315806
7.83,1.83,6,0,0,0,0.472466601,3.76344086,3.5,41,45.9,0.943136289,85.99306,900,1,30,0,0.1,0.75,0,6.8,2.688729026
7.83,1.83,6,0,0,0,2.8,2.77,4,41.20558932,0,1.317824269,1370.71,1000,3,5,0,0.5,0.4,1,7.2,2.957294912
7.83,1.83,6,1,0,0,1.64,7.59719352,4,38.57,20.97,1.022,483.9650926,800,2,5,0,0.5,1,1,7.2,1.790574733
7.61,1.91,8,1,0,0,1.39,5.395730396,4,23.29980225,57.26936635,1.47,308,900,3,4.298341887,1,0.5,0.5,1,7.2,3.643713253
7.83,1.83,6,0,0,1,0.31,2.397640417,4,10.9375,9.375,1.14,667,1000,2,5,0,0.1,1,1,6.8,3.260434592
7.81,1.88,7,1,0,1,3.28,8.229797809,4,51.68279929,25.3282154,0.98,328.9485297,900,1,3,0,0.5,0.1,1,7.2,2.584319679
7.83,1.83,6,0,0,0,1.5,4.418471535,4,50.59410456,23.29031929,0.914545004,750.712749,1050,1,8.574330694,0,0.1,1,1,6.8,2.493702568
7.61,1.91,8,0,0,1,1.79,7.03542074,4.2,53,42.6,1.23,842.3380922,800,2,10,0,0.5,1,1,7.2,2.645203465
7.83,1.83,6,0,0,0,0.888072271,9.324758842,3.9,54.85955922,25.42427045,0.99,614,900,4,2,0,0.5,4,1,7.3,1.779042559
9.35,1.65,10,0,0,0,0.1,5.56,4,47.0357717,22.82958199,1.073079504,637.2,950,2,5,0,0.1,0.6,0,6.8,4.193549578
7.83,1.83,6,0,0,0,0.4726206,3.308344198,4,37.8,44.1,0.95753241,55.93264,900,1,30,0,0.1,0.75,0,6.8,2.48195749
7.61,1.91,8,0,0,0,1.03,2.91,4,41,24,0.87,91,100,2,2,0,0.5,1,1,7.3,2.404088409
7.81,1.88,7,0,0,0,0.7,8.834196804,3.7,53.95465995,0,1.02,638,900,2,3,0,0.1,0.32,0,6.8,4.047974149
7.61,1.91,8,0,1,0,2.14,5.401029567,4,55.02691439,8.942524744,0.92,143.97,1000,2,10,0,0.5,0.53167424,1,7.2,3.649341612
7.83,1.83,6,0,0,0,2.1,9.253650892,4,67.52767334,24.11585962,0.878099427,533.3087014,950,1,8.493842513,0,0.5,1,1,7.2,2.176076568
7.81,1.88,7,0,0,0,2.25,0.83,8,22.27848101,0,1.14,554.9701951,1000,2.5,5,0,0.1,0.850949434,1,6.8,2.142398877
9.35,1.65,10,0,0,0,0.1,0.56,4,60.71428571,7.142857143,3.11,1402.4,1000,1,8.94667927,0,0.5,1,1,7.2,3.295821518
7.83,1.83,6,0,0,0,0.58,8.905813337,6,50.62,35.84,1.02,622.677809,800,6,5,0,1,0.75,1,13.8,2.866446118
7.61,1.91,8,0,0,0,1.61,4.578502677,3.3,18.3,11.21,0.996642012,752.9473874,1000,3,10,0,0.1,0.569908296,0,6.8,2.152249537
7.83,1.83,6,0,0,0,2.1,4.453251285,4,44.41299366,0,1.269969796,1361.252988,1000,3,5,1,1,1,1,8.8,2.577532676
7.83,1.83,6,1,0,0,1.488689824,2.650319005,4,65.38461538,14.52991453,0.911,160,800,2,2,0,0.1,2,1,6.8,1.670094191
7.81,1.88,7,0,0,0,0.35,3.773592546,4,20.39,19.1,1.062521486,559,1000,1,5.080985566,0,0.5,0.5,0,7.2,3.130276774
7.61,1.91,8,0,0,0,2.61,3.06,4,44.2,30.3,0.96,545,900,2,5,0,0.1,0.48,1,6.8,3.113509188
7.4,1.55,5,0,0,0,0.74,5.552526384,4,40.8,28.7,1.002118741,542,975,0.75,5.313578716,0,0.1,0.4,0,7.5,3.615004792
7.61,1.91,8,0,0,0,5.7,16.4,4,74.97385849,25.02614151,1.000278352,150.1,550,2,5,0,0.5,1,1,7.2,2.415463452
7.4,1.55,5,1,0,0,0.14,3.9,3.9,24.51493167,17.60587144,1.117249205,452,900,1,3,0,0.5,0.5,1,7.2,3.178424734
7.69,1.9,10,0,0,0,0.820591724,3.926659615,3.9,47.15284715,25.57442557,1.00587278,321,1050,1,6.077007809,0,0.1,0.8,0,6.7,1.421125888
7.69,1.9,10,1,0,0,4.7,6.24011097,4,44.78981241,39.10036971,1.267342709,530.2670537,900,1,3,0,0.1,0.346793441,0,6.8,2.052369188
7.61,1.91,8,0,1,0,10.86985168,13.66198627,4,59.06151003,25.05279831,0.98,367.7219509,800,2,5,0,0.5,0.8,0,7.2,1.904692728
7.61,1.91,8,0,0,0,4.43,3.2,3.5,63.22647272,23.95245106,1.524454607,1564,650,2,10,1,1,2,1,13.8,2.489932224
7.61,1.91,8,0,0,1,2.63,4.67,4,48.72,34.7,1.063060347,103,900,2,5,0,0.5,0.701392981,1,7.2,1.806905604
7.61,1.91,8,1,0,0,2.2,3.93,4,57.3,27.5,0.972706772,470.5552963,900,0.0125,5.994070154,0,0.1,0.3,0,6.8,2.020609326
7.83,1.83,6,0,0,0,3,6.076013742,4,50.83452392,22.94624743,1.019157322,787.0830979,1050,1,5.423406683,0,0.5,1,1,7.2,0.897771404
7.83,1.83,6,0,0,0,6,7.2,3,38.66247893,28.45870997,1.137967638,340,900,3,5.33162371,0,0.1,0.785,0,6.8,1.576860275
7.61,1.91,8,0,0,0,1.019820972,4.587595908,4.3,47.85214785,26.67332667,0.967502515,223,1050,1,6.741439037,0,0.1,0.8,0,6.7,1.842918971
7.83,1.83,6,0,1,0,2.68,9.162448165,5,39.65578424,11.62171753,1.2,687.2452256,700,4,5,0,0.5,1,1,7.2,1.939910224
7.83,1.83,6,0,0,0,1.54,4.131825665,4.4,45.55386289,16.88139282,1.05,1059,800,2,5,0,0.5,2,1,7.2,2.049481385
7.61,1.91,8,1,0,0,0.5,2.82,3.4,25.18703242,54.76309227,0.97,1309.3,1000,1,7.142728997,0,0.1,0.833,1,6.8,3.496788333
7.61,1.91,8,0,0,0,0.931577257,2.473498233,1.7,31.52818991,28.07863501,0.958514627,135,1000,3,4.720051493,0,0.1,0.699085277,1,6.8,2.855856073
7.81,1.88,7,0,0,0,4,4.324409948,2,43.53562005,29.84462035,1,842,900,2,5,0,0.1,0.5,1,6.8,2.762423248
7.61,1.91,8,1,0,0,1.410734555,1.362088536,4,62.47765463,20.96889524,0.944578467,513.8919597,800,1,10,0,0.5,1,1,7.3,2.423089996
7.83,1.83,6,0,0,0,1.5,5.253291839,4,51.17412648,21.53045544,1.01619808,875.3609588,1050,1,5.171051374,0,1,1,1,8.8,2.426167661
7.83,1.83,6,0,0,0,2.6,2.67,4,39.49896804,0,1.305348993,1168.43,1000,3,5,0,0.5,0.4,1,7.2,2.869987936
7.81,1.88,7,0,0,0,1.6,10.94354096,4,47.79195289,24.4357213,1.08,356,700,3,3,0,0.1,0.2,1,6.8,1.684200654
7.83,1.83,6,1,0,0,0.71,10.6,3.8,40.14181,11.84868,1.28,279,900,2,2,0,0.1,1,1,6.8,3.410072752
7.61,1.91,8,0,0,0,0.73,4.4,3.5,22.87636669,11.43818335,1.073653021,47,650,2,10,1,0.5,2,1,7.2,3.313212112
7.61,1.91,8,0,0,1,4.8,7.9,4,54,20,1.12,709.5907472,900,2.132033779,4.94539236,0,0.5,1,1,7.2,2.450345925
7.61,1.91,8,0,1,0,4.943806424,12.26278941,4,47.78,16.73,0.94,310.6,700,2,2,0,0.5,0.2,0,7.3,2.612316625
7.83,1.83,6,0,0,0,1.64,7.10487763,4,35.7,55.9,1.371312703,910.2742293,750,4,5,0,0.5,1,1,7.2,3.783614242
7.61,1.91,8,0,0,0,0.917,3.59,3,50.43117011,29.99115044,0.93,322.1,800,2,5,0,0.5,0.6,1,7.2,3.16435697
7.83,1.83,6,0,0,0,0.11,8.01,4,68.15028581,11.16044176,1.04,347.2,950,2,4.269489743,0,0.5,1,1,7.2,2.549287528
7.69,1.9,10,1,0,0,1.3,5.650482986,3.6,37.01709202,24.52977445,1.123898584,646,900,1,5,0,0.1,0.5,0,6.8,3.584821244
7.69,1.9,10,0,0,0,2.18,6.802001155,3.8,42.35,19.95,1.15,1178.8,1000,3,5,0,0.1,1.5,1,6.8,2.308699063
7.61,1.91,8,0,0,0,1.64,29.07,4,46.79,27.52,1.097494257,519.1764894,1000,2,5,0,0.5,0.749372608,1,7,2.761573747
7.81,1.88,7,0,0,1,3.69,12.47168957,3.8,40.82882883,33.94594595,1.048932249,665.9105978,700,2,5,0,0.5,1,1,7.3,1.223866822
7.81,1.88,7,0,0,0,1.46,1.4,4,47.2,35.5,1.04,227,1000,1,5,0,0.1,0.58,1,6.8,1.716512668
7.61,1.91,8,1,0,0,0.8,5.82,4,28.2,9.1,1.14,204,1000,1,5,0,0.5,0.3,0,7.2,3.650103525
7.61,1.91,8,1,0,1,3.28,7.673110024,4,54.35094773,31.66283745,0.98,261,900,1,3,0,1,0.1,1,8.8,3.322403258
7.83,1.83,6,0,0,0,3.9,3.9,4,44.4,4.7,1.117339337,579.5,900,2,5,0,0.5,1,0,7.2,2.488184871
7.69,1.9,10,1,0,0,1.4,4.776087741,3.7,16.70945418,20.57149235,1.124477534,673,900,1,5,0,0.1,0.5,0,6.8,2.907704965
7.83,1.83,6,1,0,0,2.157810922,4.935546221,4,37.2,21.4,0.99,570.0001165,800,2,2,0,0.5,2.5,1,7.65,1.253952805
7.61,1.91,8,0,0,0,2.4,6.691455747,4,48.1,15.2,1.01,210,800,2,5.977766973,0,0.5,0.25,0,7.4,3.550062186
7.61,1.91,8,1,0,1,36.9,10.10989145,12,44.2101021,29.88984417,0.83,279,900,1,3,0,0.5,0.1,1,7.2,2.139139058
7.61,1.91,8,0,1,0,3.727039057,8.184439847,4,47.8,14.82,0.96,333.9,800,2,2,0,0.5,0.2,0,7.3,3.364069726
7.61,1.91,8,1,0,0,4.26,3.49,3.4,33.12115891,44.35908692,0.97,912.8,1000,1,7.628880694,0,0.1,0.833,1,6.8,2.977274264
