"variable","root_variable","mean_min_depth","occurrences","interaction","uncond_mean_min_depth"
"MNN","BET",5.01191601049869,194,"BET:MNN",3.31
"MNN","CL",3.86330708661417,329,"CL:MNN",3.31
"MNN","ENEG",4.85129057360292,274,"ENEG:MNN",3.31
"MNN","EPH",5.22180780034075,185,"EPH:MNN",3.31
"MNN","IP",5.01004428709977,244,"IP:MNN",3.31
"MNN","MNN",5.76797900262467,197,"MNN:MNN",3.31
"MNN","MT",3.24975721784777,364,"MT:MNN",3.31
"MNN","NC",5.36975065616798,256,"NC:MNN",3.31
"MNN","NDE",5.31514860377201,182,"NDE:MNN",3.31
"MNN","PTEMP",4.74101049868766,212,"PTEMP:MNN",3.31
"MNN","PTIME",4.30969809678313,130,"PTIME:MNN",3.31
"MNN","PYRID",5.23287401574803,180,"PYRID:MNN",3.31
"MNN","PYRRO",4.64320209973753,165,"PYRRO:MNN",3.31
"MNN","RAMAN",4.67678477690289,163,"RAMAN:MNN",3.31
"MNN","RR",4.31627296587927,113,"RR:MNN",3.31
"MT","BET",3.65910761154856,245,"BET:MT",1.07
"MT","CL",1.85616797900262,361,"CL:MT",1.07
"MT","ENEG",2.76774950869835,320,"ENEG:MT",1.07
"MT","EPH",3.93789592090462,231,"EPH:MT",1.07
"MT","IP",3.92183632084749,266,"IP:MT",1.07
"MT","MNN",3.55446194225722,276,"MNN:MT",1.07
"MT","MT",1.44718503937008,372,"MT:MT",1.07
"MT","NC",3.63494750656168,288,"NC:MT",1.07
"MT","NDE",3.83120644402208,238,"NDE:MT",1.07
"MT","PTEMP",3.86318897637795,246,"PTEMP:MT",1.07
"MT","PTIME",3.64829396325459,182,"PTIME:MT",1.07
"MT","PYRID",3.41968503937008,257,"PYRID:MT",1.07
"MT","PYRRO",3.90582020997375,208,"PYRRO:MT",1.07
"MT","RAMAN",3.88127296587927,207,"RAMAN:MT",1.07
"MT","RR",3.57742782152231,173,"RR:MT",1.07
"NC","BET",4.3758530183727,221,"BET:NC",2.3975
"NC","CL",2.94608923884514,355,"CL:NC",2.3975
"NC","ENEG",3.96874134451786,300,"ENEG:NC",2.3975
"NC","EPH",4.48563666383807,221,"EPH:NC",2.3975
"NC","IP",4.49268550733484,258,"IP:NC",2.3975
"NC","MNN",4.32099737532808,259,"MNN:NC",2.3975
"NC","MT",2.14698162729659,381,"MT:NC",2.3975
"NC","NC",4.8690813648294,277,"NC:NC",2.3975
"NC","NDE",4.46634223772426,219,"NDE:NC",2.3975
"NC","PTEMP",4.24475065616798,251,"PTEMP:NC",2.3975
"NC","PTIME",4.11770136773104,162,"PTIME:NC",2.3975
"NC","PYRID",4.32001312335958,228,"PYRID:NC",2.3975
"NC","PYRRO",4.32187664041995,195,"PYRRO:NC",2.3975
"NC","RAMAN",4.2127624671916,206,"RAMAN:NC",2.3975
"NC","RR",3.73359580052493,161,"RR:NC",2.3975
"NDE","BET",6.22178477690289,106,"BET:NDE",4.5634875
"NDE","CL",6.69464566929134,235,"CL:NDE",4.5634875
"NDE","ENEG",7.63693797069336,176,"ENEG:NDE",4.5634875
"NDE","EPH",6.13740387714694,122,"EPH:NDE",4.5634875
"NDE","IP",7.13974512875813,140,"IP:NDE",4.5634875
"NDE","MNN",6.94212598425197,118,"MNN:NDE",4.5634875
"NDE","MT",5.07088582677165,304,"MT:NDE",4.5634875
"NDE","NC",6.95203412073491,186,"NC:NDE",4.5634875
"NDE","NDE",6.66171668859695,92,"NDE:NDE",4.5634875
"NDE","PTEMP",6.37362204724409,119,"PTEMP:NDE",4.5634875
"NDE","PTIME",5.00158271673327,54,"PTIME:NDE",4.5634875
"NDE","PYRID",6.27828083989501,112,"PYRID:NDE",4.5634875
"NDE","PYRRO",5.30364829396325,97,"PYRRO:NDE",4.5634875
"NDE","RAMAN",5.56155511811024,82,"RAMAN:NDE",4.5634875
"NDE","RR",4.67814960629921,58,"RR:NDE",4.5634875
"PTEMP","BET",5.27790026246719,167,"BET:PTEMP",3.6
"PTEMP","CL",4.57774278215223,309,"CL:PTEMP",3.6
"PTEMP","ENEG",4.72326197918728,275,"ENEG:PTEMP",3.6
"PTEMP","EPH",5.52282938316921,175,"EPH:PTEMP",3.6
"PTEMP","IP",5.3430113871425,226,"IP:PTEMP",3.6
"PTEMP","MNN",5.45866141732283,206,"MNN:PTEMP",3.6
"PTEMP","MT",3.41245406824147,359,"MT:PTEMP",3.6
"PTEMP","NC",5.38368766404199,254,"NC:PTEMP",3.6
"PTEMP","NDE",5.28418861435424,173,"NDE:PTEMP",3.6
"PTEMP","PTEMP",5.75616797900262,169,"PTEMP:PTEMP",3.6
"PTEMP","PTIME",4.61551853756974,113,"PTIME:PTEMP",3.6
"PTEMP","PYRID",5.43832020997375,181,"PYRID:PTEMP",3.6
"PTEMP","PYRRO",4.82919947506562,151,"PYRRO:PTEMP",3.6
"PTEMP","RAMAN",4.80654199475066,138,"RAMAN:PTEMP",3.6
"PTEMP","RR",4.27657480314961,106,"RR:PTEMP",3.6
"PTIME","BET",5.92834645669291,146,"BET:PTIME",5.086825
"PTIME","CL",5.84183727034121,287,"CL:PTIME",5.086825
"PTIME","ENEG",6.46440865746053,236,"ENEG:PTIME",5.086825
"PTIME","EPH",5.97748307777317,150,"EPH:PTIME",5.086825
"PTIME","IP",6.21795628259646,200,"IP:PTIME",5.086825
"PTIME","MNN",6.31312335958005,179,"MNN:PTIME",5.086825
"PTIME","MT",4.99922572178478,343,"MT:PTIME",5.086825
"PTIME","NC",6.39653543307087,245,"NC:PTIME",5.086825
"PTIME","NDE",5.84115513412282,164,"NDE:PTIME",5.086825
"PTIME","PTEMP",6.10472440944882,153,"PTEMP:PTIME",5.086825
"PTIME","PTIME",4.94808689114866,82,"PTIME:PTIME",5.086825
"PTIME","PYRID",5.83431758530184,166,"PYRID:PTIME",5.086825
"PTIME","PYRRO",5.36152230971129,117,"PYRRO:PTIME",5.086825
"PTIME","RAMAN",5.33893700787402,115,"RAMAN:PTIME",5.086825
"PTIME","RR",4.55971128608924,91,"RR:PTIME",5.086825
"PYRID","BET",4.3298687664042,227,"BET:PYRID",3.33
"PYRID","CL",3.33370078740157,347,"CL:PYRID",3.33
"PYRID","ENEG",3.64148828130152,315,"ENEG:PYRID",3.33
"PYRID","EPH",4.4320578348759,227,"EPH:PYRID",3.33
"PYRID","IP",4.51172285634838,262,"IP:PYRID",3.33
"PYRID","MNN",4.41876640419947,254,"MNN:PYRID",3.33
"PYRID","MT",2.47240813648294,376,"MT:PYRID",3.33
"PYRID","NC",4.43547244094488,288,"NC:PYRID",3.33
"PYRID","NDE",4.62616178282754,214,"NDE:PYRID",3.33
"PYRID","PTEMP",4.37965879265092,243,"PTEMP:PYRID",3.33
"PYRID","PTIME",3.7777601920363,179,"PTIME:PYRID",3.33
"PYRID","PYRID",4.29717847769029,240,"PYRID:PYRID",3.33
"PYRID","PYRRO",4.10278215223097,205,"PYRRO:PYRID",3.33
"PYRID","RAMAN",4.27143700787402,188,"RAMAN:PYRID",3.33
"PYRID","RR",3.67093175853018,168,"RR:PYRID",3.33
"PYRRO","BET",5.021312335958,195,"BET:PYRRO",3.7975
"PYRRO","CL",3.67779527559055,337,"CL:PYRRO",3.7975
"PYRRO","ENEG",4.18509872195624,311,"ENEG:PYRRO",3.7975
"PYRRO","EPH",4.368703912011,229,"EPH:PYRRO",3.7975
"PYRRO","IP",4.61112806635605,260,"IP:PYRRO",3.7975
"PYRRO","MNN",4.76850393700787,249,"MNN:PYRRO",3.7975
"PYRRO","MT",2.91962598425197,372,"MT:PYRRO",3.7975
"PYRRO","NC",4.54652230971129,286,"NC:PYRRO",3.7975
"PYRRO","NDE",4.60889603653655,215,"NDE:PYRRO",3.7975
"PYRRO","PTEMP",4.31627296587927,241,"PTEMP:PYRRO",3.7975
"PYRRO","PTIME",3.98475316213614,168,"PTIME:PYRRO",3.7975
"PYRRO","PYRID",4.48510498687664,224,"PYRID:PYRRO",3.7975
"PYRRO","PYRRO",4.72492125984252,179,"PYRRO:PYRRO",3.7975
"PYRRO","RAMAN",4.22475721784777,194,"RAMAN:PYRRO",3.7975
"PYRRO","RR",3.75984251968504,153,"RR:PYRRO",3.7975
"RAMAN","BET",4.46635170603675,227,"BET:RAMAN",3.73
"RAMAN","CL",3.39262467191601,352,"CL:RAMAN",3.73
"RAMAN","ENEG",4.13699732257086,305,"ENEG:RAMAN",3.73
"RAMAN","EPH",4.66148968221078,221,"EPH:RAMAN",3.73
"RAMAN","IP",4.90442667534775,256,"IP:RAMAN",3.73
"RAMAN","MNN",4.6758530183727,251,"MNN:RAMAN",3.73
"RAMAN","MT",2.53175196850394,380,"MT:RAMAN",3.73
"RAMAN","NC",4.49475065616798,281,"NC:RAMAN",3.73
"RAMAN","NDE",4.24438689195681,239,"NDE:RAMAN",3.73
"RAMAN","PTEMP",4.51817585301837,240,"PTEMP:RAMAN",3.73
"RAMAN","PTIME",4.04774528812039,168,"PTIME:RAMAN",3.73
