Relative Atomic Mass,Atomic Number,Ionization Potential,Electronegativity,Number of d electrons,ZIF or MOF Derived,Hard or Soft Templated,Graphene/Carbon Nanosheets or other 2D Structures,Polymer Derived,Carbon Nanofiber/Nanotubes,Carbon Black Derived,Biomass or other Organic Derived,Main Transition Metal Content (wt. %),Nitrogen Cotent (wt. %),Metal-N Coordination Number (XAS),Pyridinic N Ratio,Pyrrolic N Ratio,Graphitic N Ratio,Oxidized N Ratio,Raman ID/IG Ratio,BET Surface Area (m2/g),Acid Wash,Pyrolysis Temperature (°„C),Pyrolysis Time (h),Rising Rate (°„C min-1),Flow Cell/H-type Cell,Electrolyte Concentration (M),Catalyst Loading (mg cm-2),Nafion Membrane Thickness (¶Ãm),Carbon Paper/Glassy Carbon,Electrode Area cm2,Electrolyte pH,FE of Product (CO) at -0.5V (vs.RHE),FE of Product (CO) at -0.6V (vs.RHE),FE of Product (CO) at -0.7V (vs.RHE),FE of Product (CO) at -0.8V (vs.RHE),FE of Product (CO) at -0.9V (vs.RHE),Potential for Maximum FE of Product (CO) (vs.RHE),"corresponding overpotential (eV) ¶«=E-Eo,CO£¨-0.11 eV£¨Formate£¨-0.011",Overpotential (V),Maximum FE,Partial Current Censity (CO) at -0.5V (vs.RHE),Partial Current Censity (CO) at -0.6V (vs.RHE),Partial Current Censity (CO) at -0.7V (vs.RHE),Partial Current Censity (CO) at -0.8V (vs.RHE),Partial Current Censity (CO) at -0.9V (vs.RHE),Partial Current Density at Maximum FE (mA/cm2),TOF Reported (h-1),CLCD@MFE
0,0,0,0,0,0,0,0,0,1,0,0,0,9.13,0,27.4,45.3,11.1,16.2,0.48,113,0,800,1,10.16443995,0,0.1,2,177.8,1,2,6.8,12.08222,21.11777,39.25482,30.74689,22.23896,-0.7,-0.59,0.59,39.25482,0.24942,0.73347,0.73347,0.89556,1.05765,0.73347,,0
0,0,0,0,0,0,0,0,0,1,0,0,0,9.52,0,25.1,47.5,11.4,16,0.47,246,0,800,1,9.689099831,0,0.1,2,177.8,1,2,6.8,33.71477,50.33491,59.04069,47.56488,36.08907,-0.7,-0.59,0.59,59.04069,0.60913,1.75485,2.38989,2.31439,2.23889,2.38989,,0
0,0,0,0,0,0,0,0,0,1,0,0,0,9.28,0,26.5,47.2,11.2,15.1,0.5,248,0,800,1,10.31676119,0,0.1,2,177.8,1,2,6.8,58.28223,70.68138,63.45954,54.58887,45.7182,-0.6,-0.49,0.49,70.68138,2.17895,3.74655,3.80872,3.80872,3.80872,3.74655,,0
0,0,0,0,0,0,0,0,0,1,0,0,0,9.33,0,27.1,46.1,11.3,15.5,0.52,241,0,800,1,9.551519057,0,0.1,2,177.8,1,2,6.8,77.34262,85.65269,74.37474,67.91136,61.44798,-0.6,-0.49,0.49,85.65269,3.46012,5.16539,5.09212,5.11654,5.14096,5.16539,,0
0,0,0,0,0,0,0,0,0,1,0,0,0,9.27,0,27.3,45.2,11.9,15.6,0.55,249,0,800,1,10.12728555,0,0.1,2,177.8,1,2,6.8,87.33449,93.99574,83.24541,77.14477,71.04413,-0.6,-0.49,0.49,93.99574,4.25724,5.97583,6.18677,6.38661,6.58645,5.97583,,0
0,0,0,0,0,0,0,0,0,1,0,0,0,9.61,0,27.5,45.4,11.8,15.3,0.58,255,0,800,1,9.517779536,0,0.1,2,177.8,1,2,6.8,65.70194,78.26597,69.03256,64.02014,59.00772,-0.6,-0.49,0.49,78.26597,2.663,4.35716,4.33274,4.65692,4.9811,4.35716,,0
0,0,0,0,0,1,0,0,0,0,0,0,0,11.8797625,0,46.8486813,30.20721968,22.94409901,0,1.04,475,1,900,3,5,0,0.1,0.4,177.8,1,1,6.8,0.01,15.89084,35.16765,37.63007,10.49363,-0.79,-0.68,0.68,40.44,0.001,1.17944,2.7801,3.31471,1.12281,4.4381,,0
0,0,0,0,0,1,0,0,0,0,0,0,0,17.71996427,0,46.09695171,31.09109023,22.81195806,0,1.17,732,1,900,3,5,0,0.1,0.4,177.8,1,1,6.8,84.14903,90.34651,81.94168,66.21142,52.5645,-0.58,-0.47,0.47,91.37,4.12335,7.00368,8.94841,9.68162,9.87272,1.29,,0
55.845,26,7.83,1.83,6,0,0,0,0,0,1,0,0.52,0.461817582,4,33.22709163,18.0876494,48.68525896,0,0.65,204,1,1000,1,20,0,0.5,0.5,177.8,0,2,7.3,83.35416,76.09701,41.66237,7.22773,0.01,-0.52,-0.41,0.41,83.41,0.62977,1.39963,3.87984,6.36005,8.84026,0.69645,,0
55.845,26,7.83,1.83,6,0,0,0,0,0,0,1,0.15,3.26602758,5,10.92436975,17.64705882,65.12605042,6.302521008,1.26,1173,1,1000,2,5,0,0.1,1,177.8,1,1,6.8,89.7386,95.17024,91.23887,85.12278,79.00669,-0.57,-0.46,0.46,95.38,3.41424,6.66824,9.82242,13.32482,16.82722,5.56033,7820,0
55.845,26,7.83,1.83,6,0,0,0,0,0,0,1,0.31,2.397640417,4,10.9375,9.375,66.14583333,13.54166667,1.14,667,1,1000,2,5,0,0.1,1,177.8,1,1,6.8,9.01871,17.96141,26.90411,35.84681,26.90411,-0.77,-0.66,0.66,40.47,,,4.2513,5.52615,,5.42,,0
55.845,26,7.83,1.83,6,0,0,0,0,0,0,1,0.26,3.209259081,5,8,18.18181818,65.09090909,8.727272727,1.25,897,1,1000,2,5,0,0.1,1,177.8,1,1,6.8,87.07572,88.42179,86.83048,82.72651,78.62254,-0.57,-0.46,0.46,88.43,2.52386,5.9057,9.3377,12.4828,15.6279,4.8,,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,1.74,5.15,4.4,52.91828794,37.54863813,7.19844358,2.33463035,0.98,1241,0,1000,1,2,0,0.5,0.1,127,1,1,7.2,94.39142,90.55812,78.53846,60.50897,44.65601,-0.4,-0.29,0.29,96.0157,2.02981,4.01365,5.2013,5.82728,6.28305,0.55659,295,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,1.93,4.88,4,49.59016393,39.75409836,8.401639344,2.254098361,0.99,1235,0,1000,1,2,0,0.5,0.1,127,1,1,7.2,77.79129,73.43823,64.5047,51.73787,31.72675,-0.4,-0.29,0.29,83.24887,0.7684,1.54189,2.21136,2.87894,3.07941,0.18592,91.9,0
63.546,29,7.69,1.9,10,1,0,0,0,0,0,0,0.51,3.15,3,50,42.99363057,1.910828025,5.095541401,0.98,1075,0,1000,1,2,0,0.5,0.1,127,1,1,7.2,35.17022,19.31727,9.31171,7.49252,8.2072,-0.4,-0.29,0.29,57.94261,0.08947,0.10081,0.13296,0.17457,0.32208,0.08001,61.2,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1.53,0,41.44736842,39.47368421,16.44736842,2.631578947,0.97,1679.5,0,1000,1,2,0,0.5,0.1,127,1,1,7.2,35.17022,22.59831,9.31171,4.76373,2.19737,-0.5,-0.39,0.39,35.17022,0.06866,0.05732,0.06866,0.05732,0.06866,0.06866,,0
0,0,0,0,0,0,0,0,0,0,0,1,0,5.59,0,10.19677996,12.34347048,40.25044723,37.20930233,1.128787673,101.4,0,600,2.535570816,3.956308143,0,0.5,0.2,177.8,1,4,7.3,31.87612,21.65215,8.5764,1.75031,0.01,-0.5,-0.39,0.39,31.87612,0.327339064,0.417659147,0.498687643,0.197314897,0.001,0.327339064,,0
0,0,0,0,0,0,0,0,0,0,0,1,0,5.82,0,15.29209622,12.54295533,43.29896907,28.86597938,1.134067678,235.8,0,600,2.51573251,3.745515042,0,0.5,0.2,177.8,1,4,7.3,80.0228,64.00425,43.76868,31.5424,19.31612,-0.4,-0.29,0.29,87.66802,6.837068009,9.702301851,10.31972247,10.4281824,10.53664233,3.394330398,,0
0,0,0,0,0,0,0,0,0,0,0,1,0,5.45,0,14.1025641,17.03296703,46.7032967,22.16117216,1.10687861,308.9,0,600,2.679997761,3.844786469,0,0.5,0.2,177.8,1,4,7.3,67.91787,47.86434,27.26472,11.61022,0.01,-0.5,-0.39,0.39,67.91787,3.682133363,4.964058566,4.347425039,2.812632685,1.277840331,3.682133363,,0
0,0,0,0,0,0,0,0,0,0,0,1,0,5.59,0,12.00716846,17.20430108,45.51971326,25.2688172,1.118347232,420.7,0,600,2.731744971,3.984727029,0,0.5,0.2,177.8,1,4,7.3,52.77912,37.64037,20.13524,5.51224,0.01,-0.5,-0.39,0.39,52.77912,2.25102419,2.919951703,2.479443386,1.021732821,0.001,2.25102419,,0
0,0,0,0,0,0,0,0,0,0,0,1,0,5.67,0,16.04938272,14.99118166,52.73368607,16.22574956,1.099336427,235.8,0,600,2.675128823,3.620087054,0,0.5,0.2,177.8,1,4,7.3,85.48195,66.94278,50.22176,36.68995,27.33095,-0.4,-0.29,0.29,92.00941,7.519821497,10.56802907,11.00468245,12.74894678,13.39401581,4.703060992,,0
0,0,0,0,0,0,0,0,0,0,0,1,0,4.68,0,17.46724891,14.41048035,50.43668122,17.68558952,1.063640768,235.8,0,700,2.62593957,3.692051069,0,0.5,0.2,177.8,1,4,7.3,64.76696,48.22477,27.33095,18.47864,12.45788,-0.4,-0.29,0.29,71.95014,3.573950957,4.524235732,4.120137979,4.499957218,4.806968924,1.519788417,,0
0,0,0,0,0,0,0,0,0,0,0,1,0,3.92,0,15.08951407,10.4859335,58.56777494,15.85677749,1.074193466,235.8,0,900,2.617813469,3.607369831,0,0.5,0.2,177.8,1,4,7.3,33.35171,22.32358,17.46525,13.44147,7.09285,-0.4,-0.29,0.29,37.19665,0.416262693,0.914108186,1.265624581,2.026300258,1.545183756,0.19953399,,0
0,0,0,0,0,0,0,0,0,0,0,1,0,5.79,0,12.4567474,12.28373702,47.23183391,28.02768166,1.150718778,235.8,1,600,2.707791927,3.964763627,0,0.5,0.2,177.8,1,4,7.3,70.0228,54.00425,33.76868,21.5424,9.31612,-0.4,-0.29,0.29,77.66802,2.948831172,3.882320339,3.477046603,3.686354495,3.895662387,1.391740917,,0
0,0,0,0,0,0,0,0,0,0,0,1,0,5.85,0,10.08547009,12.64957265,50.5982906,26.66666667,1.002761915,235.8,1,600,1.865824897,5.528275374,0,0.5,0.2,177.8,1,4,7.3,60.0228,44.00425,23.76868,11.5424,-0.68388,-0.4,-0.29,0.29,67.66802,1.543232489,1.624501844,1.598872707,1.560104916,1.521337125,0.793176887,,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,0.64,7.03,4,61.3086771,20.76813656,13.22901849,4.694167852,0.97,746,1,900,2,3,0,1,2,127,1,2,8.8,72.4855,61.25579,43.48016,28.67345,13.86674,-0.43,-0.32,0.32,77.26,6.888822,9.722926,10.095316,9.677282,9.259248,4.458,,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,1.02,4.69,4,56.50319829,22.17484009,14.92537313,6.396588486,0.99,1162,1,900,2,3,0,1,2,127,1,2,8.8,81.76712,73.54143,58.23448,41.04798,23.86148,-0.43,-0.32,0.32,84.77,10.101334,14.183156,15.204864,14.281786,13.358708,6.758,,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,1.39,3.98,4,53.26633166,22.36180905,16.33165829,8.040201005,1,1181,1,900,2,3,0,1,2,127,1,2,8.8,79.5694,63.4312,44.05466,28.11235,12.17004,-0.43,-0.32,0.32,84.5,9.70204,12.3474,13.14183,13.58035,14.01887,4.50666,,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,1.3,4.52,4,53.09734513,23.67256637,15.7079646,7.522123894,0.99,1148,1,900,2,3,0,1,2,127,1,2,8.8,80.98043,71.07092,56.19361,40.1913,24.18899,-0.43,-0.32,0.32,84.67,11.26496,15.71755,17.29088,17.67781,18.06474,5.9074,,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,1.3,4.52,4,53.09734513,23.67256637,15.7079646,7.522123894,0.99,1148,1,900,2,3,0,0.5,2,127,1,2,7.3,88.15915,84.21796,73.9109,57.30988,40.70886,-0.43,-0.32,0.32,88.69,6.32545,10.68162,13.64231,14.78959,15.93687,3.25,,0
0,0,0,0,0,0,0,1,0,0,0,0,0,6.28641,0,50.65180286,35.36454033,13.98365681,0,0.75,572.7873996,0,700,1,8.855748061,0,0.1,0.4,177.8,1,3.8,6.8,12.02902,17.36715,30.26271,53.3994,54.58548,-0.82,-0.71,0.71,59.29,0.11754,0.19699,0.59267,1.59532,2.41914,1.87,,0
0,0,0,0,0,0,0,1,0,0,0,0,0,6.5261,0,63.22550988,24.64320191,12.13128821,0,0.79,522.9401204,0,800,1,9.495162912,0,0.1,0.4,177.8,1,3.8,6.8,78.32002,84.72512,75.57891,66.40302,55.55444,-0.58,-0.47,0.47,86.29,0.94177,1.6235,2.21145,3.40091,5.80806,1.54,,0
0,0,0,0,0,0,0,1,0,0,0,0,0,3.78865,0,57.70393148,28.52414448,13.77192404,0,0.83,810.1230903,0,900,1,8.666997376,0,0.1,0.4,177.8,1,3.8,6.8,0.16862,7.72513,11.97959,17.86195,17.73098,-0.83,-0.72,0.72,19.55,0.04381,0.17844,0.27123,0.58155,0.86669,0.75,,0
0,0,0,0,0,0,0,1,0,0,0,0,0,3.00908,0,67.85163572,22.32775466,9.820609622,0,0.87,751.6779259,0,1000,1,8.101153998,0,0.1,0.4,177.8,1,3.8,6.8,0.01,0.01,0.49362,4.32793,8.14372,-1.16,-1.05,1.05,11.24,0.001,0.001,0.04381,0.12636,0.2656,0.8583,,0
0,0,0,0,0,1,0,0,0,0,0,0,0,4.3,0,27.18894009,12.67281106,9.907834101,50.23041475,1.227,686,0,900,2,5,0,0.1,0.5,177.8,0,1,6.8,70.6268,78.49412,80.78506,76.29198,65.35231,-0.7,-0.59,0.59,80.78506,0.298956182,0.54171147,0.858648246,1.323848954,1.692291532,0.858648246,,0
0,0,0,0,0,1,0,0,0,0,0,0,0,2.1,0,22.01834862,5.504587156,5.963302752,66.51376147,0.982,945,0,1000,2,5,0,0.1,0.5,177.8,0,1,6.8,84.56777,90.14416,91.13868,86.85871,82.47219,-0.7,-0.59,0.59,91.13868,0.381400643,0.643629302,0.975183876,1.450540457,2.070051969,0.975183876,,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1.2,0,19.16666667,6.666666667,7.5,66.66666667,0.832,1188,0,1100,2,5,0,0.1,0.5,177.8,0,1,6.8,88.04858,95.11674,93.82032,91.63594,85.75764,-0.6,-0.49,0.49,95.11674,0.443764843,0.85605066,1.341630576,2.025154274,2.65848684,0.85605066,,0
0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,37.2596312,13.93864977,48.80171903,0,0.89,85,1,800,4,3.844980394,0,0.5,0.649841032,177.8,0,1.301298096,7.3,38.01369,53.67841,69.18505,81.50179,60.15941,-0.8,-0.69,0.69,81.81,0.62047,1.66332,3.68195,6.84938,6.29289,6.856,,0
0,0,0,0,0,0,0,0,1,0,0,0,0,3.704928879,0,50,31.25,18.75,0,0.862585335,1332,0,800,0.5,30,0,0.1,2.5,177.8,1,1,6.8,1.75263,3.26051,4.4531,5.87677,8.798,-0.98,-0.87,0.87,11.3,0.001,0.001,0.014338982,0.027914658,0.0717037,0.133257179,,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,4.58,8.93,4,36.54,36.17,12.88,14.43,1,1164.6,0,900,3,5,0,0.5,0.4,127,1,1.177209872,7.3,86.25685,79.59718,65.04366,50.49014,35.93662,-0.47,-0.36,0.36,87.37,3.68165,6.11444,7.42694,8.73944,10.05194,2.86327,220,0
0,0,0,0,0,1,0,0,0,0,0,0,0,19.33701657,0,50,38.89,8.89,2.22,1.02,392,1,700,4,2,0,0.1,4,177.8,1,12.5,7.2,0.01,5.49555,12.58162,22.66783,33.71627,-0.93,-0.82,0.82,77.66,0.001,0.03808,0.06813,0.14935,0.2469,0.276,,0
0,0,0,0,0,1,0,0,0,0,0,0,0,18.72693727,0,53.44827586,33.33333333,9.770114943,3.448275862,1.04,488,1,700,4,2,0,0.1,4,177.8,1,12.5,7.2,0.01,13.96293,33.69062,46.31611,55.55399,-0.93,-0.82,0.82,57.49,0.001,0.10142,0.22222,0.35481,0.49121,0.52,,0
0,0,0,0,0,1,0,0,0,0,0,0,0,12.42350061,0,53.44827586,51.51515152,29.03225806,8.823529412,1.12,740,1,700,4,2,0,0.1,4,177.8,1,12.5,7.2,0.01,16.97102,41.29427,58.87088,74.02149,-0.93,-0.82,0.82,36.48,0.001,0.16079,0.34451,0.5591,0.78561,0.841,,0
0,0,0,0,0,1,0,0,0,0,0,0,0,8.875,0,56.2883398,20.42132514,13.54010897,9.750226081,1.065,650,0,800,3,4.383010265,0,0.5,1,177.8,1,1,7.3,25.35589,13.95441,1.93205,3.06091,2.10138,-0.5,-0.39,0.39,25.35589,0.01,0.02,0.03048,0.04091,0.07914,0.01,,0
0,0,0,0,0,1,0,0,0,0,0,0,0,6.608,0,38.67897437,31.14854384,17.93869202,12.23378977,1.01,650,0,900,3,4.364918119,0,0.5,1,177.8,1,1,7.3,46.40913,52.25098,28.20626,12.06357,11.13226,-0.6,-0.49,0.49,52.25098,0.43021,0.81083,1.3357,1.50255,1.80495,0.81083,,0
0,0,0,0,0,1,0,0,0,0,0,0,0,4.096,0,38.55167715,15.84777063,29.91324816,15.68730406,0.907,650,0,1000,3,5.305778778,0,0.5,1,177.8,1,1,7.3,87.24563,76.15458,72.03425,50.8399,39.43842,-0.5,-0.39,0.39,87.24563,0.36243,1.18102,2.1456,2.7591,3.22662,0.36243,,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1.055,0,29.27740448,21.70107693,27.62158982,21.39992876,0.955,650,0,1100,3,4.743688186,0,0.5,1,177.8,1,1,7.3,95.14765,92.46661,82.16576,66.9826,51.46077,-0.5,-0.39,0.39,95.14765,0.9377,2.25335,3.56726,4.67956,5.42863,0.9377,,0
0,0,0,0,0,0,1,0,0,0,0,0,0,6.939267169,0,44.4,32.7,16.5,6.3,0.89,104,1,900,2,5,0,0.1,1,177.8,0,1.009611205,6.8,24.45497,38.36289,24.45497,20.86754,11.18642,-0.6,-0.49,0.49,38.36289,0.0253,0.05174,0.07818,0.06456,0.06456,0.05174,,0
0,0,0,0,0,0,1,0,0,0,0,0,0,9.499203168,0,48.1,27.5,17,7.4,0.89,957,1,900,2,5,0,0.1,1,177.8,0,0.850865847,6.8,55.25272,58.11562,55.25272,43.66678,31.57545,-0.6,-0.49,0.49,58.11562,0.26725,0.60854,0.77919,1.12528,1.10686,0.60854,,0
0,0,0,0,0,0,1,0,0,0,0,0,0,9.046276646,0,44.1,29.9,17.8,8.3,0.89,899,1,900,2,5,0,0.1,1,177.8,0,0.830921033,6.8,70.22563,77.42268,75.47426,55.68543,38.36289,-0.6,-0.49,0.49,77.42268,0.37941,0.77919,1.5563,1.85753,1.72214,0.77919,,0
0,0,0,0,0,0,1,0,0,0,0,0,0,7.554161916,0,44.4,29.8,18.2,7.6,0.89,655,1,900,2,5,0,0.1,1,177.8,0,1.067869937,6.8,62.21651,73.69701,56.42289,42.42827,26.57327,-0.5,-0.39,0.39,62.21651,0.12785,0.19034,0.34817,0.48677,0.65341,0.12785,,0
0,0,0,0,0,0,1,0,0,0,0,0,0,9.046276646,0,44.1,29.9,17.8,8.3,0.89,899,1,900,2,5,0,0.1,0.5,177.8,0,1.070942697,6.8,75.49548,77.11717,74.53858,53.14386,40.22679,-0.6,-0.49,0.49,77.11717,0.22094,0.50204,0.85163,1.24109,1.54468,0.50204,,0
0,0,0,0,0,0,1,0,0,0,0,0,0,9.046276646,0,44.1,29.9,17.8,8.3,0.89,899,1,900,2,5,0,0.1,1.5,177.8,0,0.857973429,6.8,67.72345,72.14562,69.81534,58.51063,44.71568,-0.6,-0.49,0.49,72.14562,0.59404,1.05198,1.66019,2.3011,2.77744,1.05198,,0
0,0,0,0,0,0,1,0,0,0,0,0,0,4.243117392,0,33.56643357,57.64235764,7.292707293,1.498501499,0.88,1004.7,1,900,2,5,0,0.1,0.5,177.8,1,1,6.8,18.31936,22.75756,27.19576,21.63145,10.86716,-0.7,-0.59,0.59,27.19576,0.03454,0.10247,0.1704,0.22378,0.1704,0.1704,,0
58.693,28,7.61,1.91,8,0,1,0,0,0,0,0,2.404145078,4.117975289,4,37.16283716,45.15484515,8.791208791,8.891108891,0.87,895.8,1,900,2,5,0,0.1,0.5,177.8,1,1,6.8,18.31936,22.75756,27.19576,21.63145,10.86716,-0.7,-0.59,0.59,27.19576,0.001,0.1704,0.40089,0.90311,1.31314,0.40089,,0
58.693,28,7.61,1.91,8,0,1,0,0,0,0,0,2.488518807,4.972270336,4,37.56243756,39.56043956,2.097902098,20.77922078,0.91,829,1,900,2,5,0,0.1,0.5,177.8,1,1,6.8,0.01,36.10528,99.26684,97.7764,80.32168,-0.7,-0.59,0.59,99.26684,0.001,0.10247,0.89098,2.27877,2.94597,0.89098,,0
58.693,28,7.61,1.91,8,0,1,0,0,0,0,0,2.502516899,5.268708951,4,27.47252747,33.66633367,7.292707293,31.56843157,0.88,665.1,1,900,2,5,0,0.1,0.5,177.8,1,1,6.8,0.01,9.74105,56.34215,49.2874,34.25051,-0.7,-0.59,0.59,56.34215,0.001,0.27958,1.50239,4.67343,7.36651,1.50239,,0
58.693,28,7.61,1.91,8,0,0,0,1,0,0,0,2.8,3.03,4,33.99339934,11.55115512,48.51485149,5.940594059,1.017,634,1,800,2.5,5,0,0.1,1,177.8,1,1,6.8,31.15248,66.81707,81.84856,86.26793,93.78367,-0.9,-0.79,0.79,93.78367,0.19976,0.96948,3.4654,6.17072,11.06635,11.06635,,1
58.693,28,7.61,1.91,8,0,0,0,1,0,0,0,3.01,2.58,4,31.78294574,10.07751938,50.7751938,7.364341085,0.992,628,1,800,2.5,5,0,0.1,1,177.8,1,1,6.8,30.39246,55.64198,78.78033,90.71544,93.33329,-1,-0.89,0.89,95.92298,0.10921,0.50539,2.72398,6.60086,10.94749,16.23929,,1
58.693,28,7.61,1.91,8,0,0,0,1,0,0,0,2.72,1.71,4,24.56140351,11.11111111,50.29239766,14.03508772,0.847,732,1,800,2.5,5,0,0.1,1,177.8,1,1,6.8,31.9125,63.777,86.57756,88.88577,92.23548,-0.9,-0.79,0.79,92.23548,0.26202,0.99778,3.58425,6.44805,10.23437,10.23437,,1
0,0,0,0,0,0,0,0,1,0,0,0,0,6.04,0,32.45033113,9.105960265,58.44370861,0,0.926,1286,1,800,2,5,0,0.1,0.5,177.8,1,1,6.8,22.7071,50.42693,41.03667,26.60645,12.17623,-0.6,-0.49,0.49,50.42693,0.39719,1.08023,1.19448,1.05835,0.92222,1.08023,,0
0,0,0,0,0,0,0,0,1,0,0,0,0,4.52,0,36.28318584,11.28318584,52.43362832,0,0.959,1511,1,900,2,5,0,0.1,0.5,177.8,1,1,6.8,44.93601,61.9658,67.88113,51.72671,35.57229,-0.7,-0.59,0.59,67.88113,0.94816,1.69278,2.39771,2.38879,2.37987,2.39771,,0
0,0,0,0,0,0,0,0,1,0,0,0,0,3.35,0,18.50746269,4.47761194,77.01492537,0,0.969,1013,1,1000,2,5,0,0.1,0.5,177.8,1,1,6.8,57.9073,72.33753,73.21289,60.2416,47.27031,-0.7,-0.59,0.59,73.21289,0.79826,1.2828,1.75436,1.94396,2.13356,1.75436,,0
0,0,0,0,0,0,0,0,1,0,0,0,0,4.54,0,32.37885463,6.167400881,61.45374449,0,0.979,1382,1,900,2,5,0,0.1,0.5,177.8,1,1,6.8,57.27876,70.95719,67.86851,58.26506,48.66161,-0.6,-0.49,0.49,70.95719,1.02258,1.87842,2.88201,3.35022,3.81843,1.87842,,0
0,0,0,0,0,0,0,0,1,0,0,0,0,2.56,0,34.765625,14.453125,50.78125,0,1.008,832,1,900,2,5,0,0.1,0.5,177.8,1,1,6.8,69.84111,80.56063,82.97447,78.87354,74.77261,-0.7,-0.59,0.59,82.97447,1.44091,2.81869,4.40563,5.26146,6.11729,4.40563,,0
0,0,0,0,0,0,0,1,0,0,0,0,0,3.247183565,0,21.95121951,8.710801394,61.32404181,8.013937282,1.05,75.6,1,1000,3,5,0,0.5,0.35,177.8,1,1,7.3,40.19909,34.15612,19.4918,8.91255,4.89518,-0.54,-0.43,0.43,41.57,0.16345,0.1958,0.21861,0.29247,0.35352,0.919,,0
0,0,0,0,0,0,0,1,0,0,0,0,0,2.965526163,0,25.19083969,6.488549618,50.76335878,17.55725191,1,487.5,1,1000,3,5,0,0.5,0.35,177.8,1,1,7.3,82.89031,78.56986,65.71232,54.69499,42.01504,-0.54,-0.43,0.43,86.34,1.65665,2.99823,3.93599,4.85615,5.37475,3.5388,,0
0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,20.87067862,4.494238156,64.50704225,10.12804097,1.003142154,1510,1,900,2,5,0,0.1,0.900386034,177.8,1,2,6.8,74.55803,93.6064,86.39821,64.7476,41.37951,-0.6,-0.49,0.49,93.6064,1.158206805,2.760827162,4.493277148,4.991055796,4.629303716,2.760827162,,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1.9,0,42.10499159,8.347522781,49.54748563,0,0.64,723.2472469,0,750,1.547704851,7.695328683,0,0.1,0.5,50,1,3.8,6.8,0.01,2.26237,20.8837,39.50503,58.12636,-0.98,-0.87,0.87,59.42,,,,0.20499,0.61759,0.8665,,0
0,0,0,0,0,0,0,0,0,1,0,0,0,4.9,0,22.51481752,6.498751939,70.98643055,0,0.78,749.30033,0,850,1.550922805,7.111327689,0,0.1,0.5,50,1,3.8,6.8,0.01,0.86183,14.00447,33.58036,64.68715,-1.1,-0.99,0.99,78.6,0.001,0.001,0.06729,0.28016,1.00208,3.345,,0
0,0,0,0,0,0,0,0,0,1,0,0,0,3.9,0,16.54620315,9.869425612,73.58437124,0,0.72,737.1886996,0,950,1.621032894,7.998993737,0,0.1,0.5,50,1,3.8,6.8,0.01,0.22157,4.17274,8.12391,12.07508,-0.98,-0.87,0.87,16.69,,,,,0.14585,0.222,,0
0,0,0,0,0,0,0,0,0,1,0,0,0,2.8,0,31.80551191,25.94593499,42.2485531,0,0.62,727.1162977,0,850,1.302028925,8.90381144,0,0.1,0.5,50,1,3.8,6.8,0.01,0.01,3.62825,23.71424,43.80023,-0.98,-0.87,0.87,44.61,,,,0.093,0.381,0.613,,0
0,0,0,0,0,0,0,0,0,1,0,0,0,2.4,0,14.51544803,53.2304148,32.25413717,0,0.65,758.2584324,0,850,1.653916755,7.731552465,0,0.1,0.5,50,1,3.8,6.8,0.01,0.01,0.01,0.01,0.41506,-1.13,-1.02,1.02,9.79,,,,,,0.3312,,0
0,0,0,0,0,0,0,1,0,0,0,0,0,3.13531,0,39.67709732,26.00125665,16.19457087,16.19457087,0.99,726,0,600,0.5,1,0,0.1,0.8,177.8,1,1,6.8,27.53108,26.26203,26.26203,25.18526,23.45473,-0.5,-0.39,0.39,27.53108,1.2775,2.43322,2.76343,3.85428,4.48521,1.2775,,0
0,0,0,0,0,0,0,1,0,0,0,0,0,3.44277,0,39.3680089,32.60978805,14.74829861,14.74829861,1.05,807,0,600,0.5,1,0,0.1,0.8,177.8,1,1,6.8,36.60672,34.22244,33.14567,33.37641,32.0689,-0.5,-0.39,0.39,36.60672,2.49808,3.4887,4.44983,5.70579,7.02661,2.49808,,0
0,0,0,0,0,0,0,1,0,0,0,0,0,4.30034,0,39.13085942,32.40627485,14.86045289,14.86045289,1.07,1118,0,600,0.5,1,0,0.1,0.8,177.8,1,1,6.8,52.75828,52.33526,50.83547,50.83547,49.98944,-0.5,-0.39,0.39,52.75828,2.82829,4.78004,7.06199,9.01374,10.66476,2.82829,,0
0,0,0,0,0,0,0,1,0,0,0,0,0,5.53019,0,45.42484074,33.94476501,9.692433714,9.692433714,1.11,1223,0,600,0.5,1,0,0.1,0.8,177.8,1,1,6.8,65.71798,65.06423,63.56444,62.25693,60.10339,-0.5,-0.39,0.39,65.71798,6.60206,9.70953,12.9821,16.05418,17.51062,6.60206,,0
