Relative Atomic Mass,Atomic Number,Ionization Potential,Electronegativity,Number of d electrons,ZIF or MOF Derived,Hard or Soft Templated,Graphene/Carbon Nanosheets or other 2D Structures,Polymer Derived,Carbon Nanofiber/Nanotubes,Carbon Black Derived,Biomass or other Organic Derived,Main Transition Metal Content (wt. %),Nitrogen Cotent (wt. %),Metal-N Coordination Number (XAS),Pyridinic N Ratio,Pyrrolic N Ratio,Graphitic N Ratio,Oxidized N Ratio,Raman ID/IG Ratio,BET Surface Area (m2/g),Acid Wash,Pyrolysis Temperature (°„C),Pyrolysis Time (h),Rising Rate (°„C min-1),Flow Cell/H-type Cell,Electrolyte Concentration (M),Catalyst Loading (mg cm-2),Nafion Membrane Thickness (¶Ãm),Carbon Paper/Glassy Carbon,Electrode Area cm2,Electrolyte pH,FE of Product (CO) at -0.5V (vs.RHE),FE of Product (CO) at -0.6V (vs.RHE),FE of Product (CO) at -0.7V (vs.RHE),FE of Product (CO) at -0.8V (vs.RHE),FE of Product (CO) at -0.9V (vs.RHE),Potential for Maximum FE of Product (CO) (vs.RHE),"corresponding overpotential (eV) ¶«=E-Eo,CO£¨-0.11 eV£¨Formate£¨-0.011",Overpotential (V),Maximum FE,Partial Current Censity (CO) at -0.5V (vs.RHE),Partial Current Censity (CO) at -0.6V (vs.RHE),Partial Current Censity (CO) at -0.7V (vs.RHE),Partial Current Censity (CO) at -0.8V (vs.RHE),Partial Current Censity (CO) at -0.9V (vs.RHE),Partial Current Density at Maximum FE (mA/cm2),TOF Reported (h-1),CLCD@MFE
55.845,26,7.83,1.83,6,0,0,1,0,0,0,0,5.9,13.9,5,47.74,31.34,17.88,3.04,1.07,118,1,800,2,2,0,0.1,2,177.8,1,1,6.8,91.61,82.35,72.59,57.77,43.86,-0.46,-0.35,0.35,96.6,2.1904,3.351,4.287,4.365,4.154,1.9,,0
55.845,26,7.83,1.83,6,0,0,1,0,0,0,0,9.9,23.9,4,58.52,23.15,12.44,5.88,1.13,23,1,800,2,2,0,0.1,2,177.8,1,1,6.8,60.63,65.56,59.85,50.29,42.19,-0.56,-0.45,0.45,66,0.1872,0.3568,0.4878,0.5818,0.5905,0.28,,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,1.78,4.72,4,49.17,15.13,28.89,6.8,0.94,461,0,800,2,5.333,0,0.5,0.3,127,1,1,7.2,87.32553,81.04055,57.21845,33.39635,9.57425,-0.5,-0.39,0.39,87.32,3.01708,6.99614,8.30354,8.62566,8.94778,3.01708,1099,0
58.93,27,7.81,1.88,7,1,0,0,0,0,0,0,1.57,4.76,4,41.58,17.59,25.91,14.9,0.93,448,0,800,2,5.333,0,0.5,0.3,127,1,1,7.2,12.28592,17.17705,17.32911,15.50443,13.12223,-0.7,-0.59,0.59,17.33,0.19384,1.1886,2.3918,3.90763,5.42346,2.3918,1058,0
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,1.75,4.94,4,46.79,16.83,24.89,11.49,0.92,451,0,800,2,5.333,0,0.5,0.3,127,1,1,7.2,55.95132,85.09537,94.47216,96.5756,94.04133,-0.8,-0.69,0.69,96.8,0.98018,6.16243,17.15221,28.98518,40.81815,28.98518,11315,2
63.546,29,7.69,1.9,10,1,0,0,0,0,0,0,1.43,4.82,4,49.51,17.07,24.56,8.84,0.94,459,0,800,2,5.333,0,0.5,0.3,127,1,1,7.2,11.42427,13.80648,12.6914,10.30919,6.96396,-0.6,-0.49,0.49,13.8,0.001,0.03278,0.13699,0.29805,0.45911,0.29805,24.5,0
55.845,26,7.83,1.83,6,0,0,1,0,0,0,0,5.044,4.884,4,61.92,21.76,13.81,2.51,1.03,651.9364056,0,25,24,0,0,0.1,0.2,177.8,1,1,6.8,91.8,89.7,82.1,76.5,70.9,-0.5,-0.39,0.39,91.8,1.12,1.67,1.87,2.07,2.27,1.12,,0
58.93,27,7.81,1.88,7,0,1,0,0,0,0,0,3.54,5.382165047,5,20.901,41.239,37.86,0,1.279560547,568,0,25,24,2,0,0.2,0.3,177.8,1,1.437227069,7,83.6,91.98,97.11,98.66,88.99,-0.73,-0.62,0.62,99.2,,,4.5,,,4.5,480.5,0
58.93,27,7.81,1.88,7,0,1,0,0,0,0,0,3.82,8.900250026,5,40.73171633,18.40244602,32.14477425,8.664845894,1.155020745,529.4640969,0,400,2,2,0,0.2,0.3,177.8,1,0.897708239,7,76.08,89.59,93.15,91.54,74.22,-0.7,-0.59,0.59,93.15,,,2.26,,,2.26,,0
58.93,27,7.81,1.88,7,0,1,0,0,0,0,0,3.18,8.724496581,5,41.55130663,18.97100134,30.44229886,8.71096451,1.173577049,574.6732444,0,600,2,2,0,0.2,0.3,177.8,1,0.955323921,7,56.24,87.74,90.05,82.15,41.2,-0.7,-0.59,0.59,90.05,,,2.35,,,2.35,,0
58.93,27,7.81,1.88,7,0,1,0,0,0,0,0,4.54,8.265691229,5,41.13242312,19.65648581,31.22343585,7.894962306,1.148786719,583.2846909,0,800,2,2,0,0.2,0.3,177.8,1,0.729920462,7,8.92,15.73,17.59,8.61,-0.37,-0.7,-0.59,0.59,17.59,,,2.48,,,2.48,,0
58.93,27,7.81,1.88,7,0,1,0,0,0,0,0,8.01,6.526925691,5,32.47683242,9.537548777,50.40273921,8.595241404,1.144257351,676.4285953,0,1000,2,2,0,0.2,0.3,177.8,1,0.910772112,7,29.55,40.86,41.34,25.99,10.62,-0.7,-0.59,0.59,41.34,,,1.52,,,1.52,,0
55.845,26,7.83,1.83,6,0,0,0,0,1,0,0,2.68,9.162448165,5,39.65578424,11.62171753,9.066713982,0,1.2,687.2452256,0,700,4,5,0,0.5,1,177.8,1,1,7.2,87.492,94.292,93.494,77.639,60.604,-0.6,-0.49,0.49,95.47,0.38,2.24,5.1,7.3,8.6,2.24,,0
58.693,28,7.61,1.91,8,0,1,0,0,0,0,0,0.37,4.32,4.5,26.7,15.9,57.3,0,1.05,1220,0,800,5,2,0,0.5,0.255,177.8,0,0.785,7.2,74.946,83.455,91.964,95.228,95.683,-1,-0.89,0.89,95.23,0.001,1.164,3.946,5.202,8.271,10.5,15550,1
58.693,28,7.61,1.91,8,0,1,0,0,0,0,0,0.44,6.28,4,32.9,8.9,58.2,0,1.05,924,0,800,5,2,0,0.5,0.255,177.8,0,0.785,7.2,76.263,76.861,77.459,85.068,81.264,-0.8,-0.69,0.69,85.068,0.001,0.579,1.824,3.813,5.061,3.813,4821,0
58.693,28,7.61,1.91,8,0,1,0,0,0,0,0,0.59,5.33,4,33.2,10.1,56.6,0,1.05,757,0,800,5,2,0,0.5,0.255,177.8,0,0.785,7.2,61.642,73.056,84.47,89.661,85.394,-0.8,-0.69,0.69,89.661,0.001,0.485,2.114,4.484,6.055,4.484,4142,0
58.693,28,7.61,1.91,8,0,1,0,0,0,0,0,0.14,6.47,4,39.5,7.2,53.3,0,1.05,445,0,800,5,2,0,0.5,0.255,177.8,0,0.785,7.2,60.826,70.746,80.666,87.378,92.08,-0.9,-0.79,0.79,92.08,0.001,0.073,0.198,0.579,1.317,1.317,5381,0
58.693,28,7.61,1.91,8,0,1,0,0,0,0,0,0.26,6.86,4,28.8,16.5,54.7,0,1.01,878,0,800,5,2,0,0.5,0.255,177.8,0,0.785,7.2,54.309,64.242,74.175,75.822,77.469,-0.9,-0.79,0.79,77.469,0.001,0.363,0.965,1.602,1.784,1.784,3656,0
58.693,28,7.61,1.91,8,0,1,0,0,0,0,0,0.31,4.63,4,25.3,10.8,65.9,0,1.01,1068,0,800,5,2,0,0.5,0.255,177.8,0,0.785,7.2,67.291,75.011,82.731,93.475,82.042,-0.8,-0.69,0.69,93.475,0.001,1.166,3.3,6.491,8.316,6.491,8676,0
58.693,28,7.61,1.91,8,0,1,0,0,0,0,0,0.42,4.44,4,32.6,6.7,60.8,0,1.04,1650,1,800,5,2,0,0.5,0.255,177.8,0,0.785,7.2,63.701,66.307,63.701,61.218,57.358,-0.6,-0.49,0.49,66.307,0.001,0.818,2.149,3.499,4.322,0.818,919,0
58.693,28,7.61,1.91,8,0,0,0,0,0,1,0,1.25,1.46,3.4,41.7,34.2,13.5,10.3,1.02,228,0,1000,1,5,0,0.1,0.58,177.8,1,1,6.8,67.922,87.934,95.287,97.091,90.465,-0.8,-0.69,0.69,97.091,1.573,4.957,11.28,16.918,21.373,16.918,20768,1
55.845,26,7.83,1.83,6,0,0,0,0,0,1,0,1.33,1.38,3.6,40.5,34.1,15.5,8.8,1.03,217,0,1000,1,5,0,0.1,0.58,177.8,1,1,6.8,86.722,85.213,81.173,68.676,56.96,-0.5,-0.39,0.39,86.722,2.799,4.55,6.95,8.303,9.211,2.799,2881,0
58.93,27,7.81,1.88,7,0,0,0,0,0,1,0,1.46,1.4,4,47.2,35.5,11.5,5.6,1.04,227,0,1000,1,5,0,0.1,0.58,177.8,1,1,6.8,49.607,46.752,34.254,25.259,15.482,-0.5,-0.39,0.39,49.607,0.401,0.779,1.035,1.274,1.201,0.401,,0
63.546,29,7.69,1.9,10,0,0,0,0,0,1,0,1.34,1.1,4,40.8,35.5,15.5,11.6,1.01,230,0,1000,1,5,0,0.1,0.58,177.8,1,1,6.8,11.118,17.286,21.192,28.706,18.337,-0.8,-0.69,0.69,28.706,0.09,0.191,0.321,0.621,0.618,0.621,,0
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,1.68,6.424020884,3.7,58.2,18.8,23,0,1.100377892,648,1,800,5,5,0,0.5,0.35,177.8,1,1,7.2,92.37539,94.40578,96.43617,97.10286,97.28469,-1,-0.89,0.89,96.4,0.001,5.08201,12.78374,21.92523,29.19305,34.3,9366,2
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,1.49,6.327286299,4,49.1,23.6,27.3,0,1.120982132,673,1,800,5,5,0,0.5,0.35,177.8,1,1,7.2,84.769,85.61752,86.46604,87.46608,84.58717,-0.8,-0.69,0.69,87.5,0.001,4.02684,9.86477,16.36341,20.21921,16.4,4919,1
58.93,27,7.81,1.88,7,0,0,0,0,0,1,0,0.83,2.893584137,4,52.62841956,19.63034232,23.32293284,5.656855768,1.875726211,1149.935148,1,70,3,5.787242461,0,0.1,4.88,127,1,0.5,6.8,76.49641,87.38255,91.2609,94.8,95.02187,-0.8,-0.69,0.69,94.8,1.08884,3.32933,6.58537,11.3,16.01463,11.3,,1
58.93,27,7.81,1.88,7,0,0,0,0,0,1,0,1.22,2.751068733,4,53.28899487,19.10123359,21.63286372,6.641636969,1.898754538,1149.754734,1,70,3,5.613669392,0,0.1,4.88,127,1,0.5,6.8,3.13805,4.88906,5.77764,5.93444,5.77764,-0.8,-0.69,0.69,5.93444,0.001,0.1383,0.36265,0.69416,1.02567,0.69416,,0
58.693,28,7.61,1.91,8,0,0,1,0,0,0,0,3.2,7.352055808,5,47.38,17.67,28.04,6.89,0.978874495,399.3817123,1,500,1,20,0,0.1,0.2,177.8,1,1,6.8,0.01,35.57381,95.06253,95.49309,95.92365,-0.75,-0.64,0.64,98.47,0.001,0.90228,7.33353,17.55161,27.76969,12.89,2003,1
55.845,26,7.83,1.83,6,0,0,1,0,0,0,0,3.2,6.113147006,5,50.28,19.37,20.11,10.23,0.956250267,536.379432,0,500,1,20,0,0.1,0.2,177.8,1,1,6.8,0.01,11.53434,28.14669,22.94412,17.74155,-0.7,-0.59,0.59,28.14669,0.001,0.83881,3.08129,4.08617,5.09105,3.08129,509,0
58.93,27,7.81,1.88,7,0,0,1,0,0,0,0,3.7,5.960251017,5,49.8,21.9,18.39,9.9,0.919753394,454.229189,0,500,1,20,0,0.1,0.2,177.8,1,1,6.8,0.01,14.54824,34.56918,26.74738,18.92558,-0.7,-0.59,0.59,34.56918,0.001,0.48975,3.08129,5.97959,8.87789,3.08129,455,0
58.693,28,7.61,1.91,8,0,0,0,0,0,0,1,2.7,8.655745476,4,60,14.3,15.09,11.34,1.07,639.033058,0,800,2,4.940296812,0,0.5,1,177.8,1,1,7.2,67.80458,74.55222,79.27131,78.29299,73.2098,-0.76,-0.65,0.65,80,14.6721,15.20997,15.75654,16.11093,16.64251,7,,0
58.693,28,7.61,1.91,8,0,0,0,0,0,0,1,2.7,8.07019133,4,70,13.19,10.62,11.17,1.04,521.7646216,0,800,2,5.186529766,0,0.5,1,177.8,1,1,7.2,60.69811,92.07054,96.25074,97.05225,97.69357,-0.76,-0.65,0.65,98,1.12872,4.07056,8.90091,14.74872,21.40029,13,,1
55.845,26,7.83,1.83,6,0,0,0,0,0,0,1,3.9,7.939083938,4,52.71,16.17,10.86,20.27,1.08,730.5940198,0,800,2,5.013314504,0,0.5,1,177.8,1,1,7.2,52.26069,46.24726,28.79508,17.39652,10.31134,-0.46,-0.35,0.35,52.3,0.27769,0.53744,0.77634,0.78759,0.99871,0.3,,0
58.693,28,7.61,1.91,8,0,0,0,0,0,0,1,1.25,5.502364393,3.9,36.57,18.88,22.25,22.29,0.95,431.4483598,0,900,3,5,0,0.5,0.5,127,1,1,7.2,71,76,85,88,91.2,-0.9,-0.79,0.79,91.2,0.001,1.2214568,3.701478,7.5097,12.0293712,12.0293712,,1
58.93,27,7.81,1.88,7,1,0,0,0,0,0,0,0.6,10.64064329,4.1,52.43,27.22,20.34,0,1.02,733.2495942,0,800,3,4.453063802,0,0.1,2,127,1,0.5,6.8,30,48,70,82,74,-0.8,-0.69,0.69,82,0.78557,2.68685,6.49407,11.18886,13.06678,11.18886,1203,1
58.93,27,7.81,1.88,7,1,0,0,0,0,0,0,0.63,9.029628337,4,43.16,27.81,29.02,0,0.91,731.7803518,0,900,3,5.220839802,0,0.1,2,127,1,0.5,6.8,17.5,32,41,44,43,-0.8,-0.69,0.69,44,0.25303,1.39286,3.42493,5.91014,7.83944,5.91014,684,0
58.93,27,7.81,1.88,7,1,0,0,0,0,0,0,0.25,15.8146,2.2,54.51531953,24.36164919,16.31191296,6.268571257,1.083012286,651.3157736,0,1000,3,5,0,0.5,0.8,127,1,0.5,6.8,71.38914,93.64125,89.0106,78.96676,68.92292,-0.68,-0.57,0.57,95,6.213203883,15.04556438,22.37843088,27.56493481,32.75143874,15.04556438,23200,1
58.93,27,7.81,1.88,7,1,0,0,0,0,0,0,0.25,15.7266,3.1,60.17021522,21.87210175,13.51630707,4.495061079,1.101689477,666.0178213,0,900,3,5,0,0.5,0.8,127,1,0.5,6.8,50.99178,60.29037,45.02993,33.20357,21.37721,-0.53,-0.42,0.42,63,0.486512573,1.136648317,1.460748414,1.711481336,1.962214258,0.486512573,888,0
58.93,27,7.81,1.88,7,1,0,0,0,0,0,0,0.25,9.628785995,11.2,52.19873382,22.10431988,20.68468222,4.942910541,1.318145876,925.6946335,1,900,3,5,0,0.5,0.8,127,1,0.5,6.8,4.61131,4.37596,3.46214,2.11307,0.764,-0.62,-0.51,0.51,5.9,0.109842326,0.231685202,0.311377255,0.281320616,0.251263977,0.231685202,,0
63.546,29,7.69,1.9,10,0,0,0,0,0,0,1,0.32,4.248554465,4,46.378,48.64,0,4.98,1.02,610.1,1,900,1,5,0,0.1,0.8,50,1,1,6.8,74.30662,87.46025,91.92573,84.34569,72.37238,-0.7,-0.59,0.59,92,1.071754103,2.142776125,3.393806026,4.402887191,5.173134299,3.393806026,,0
63.546,29,7.69,1.9,10,0,0,0,0,0,0,1,4.17,5.1,12,39.65,46.81,0,13.53,0.98,40.1,1,900,1,5,0,0.1,0.8,50,1,1,6.8,18.10743,23.77843,20.76052,17.17884,9.2527,-0.6,-0.49,0.49,23.77843,0.141136552,0.327514583,0.440702243,0.508744475,0.361940642,0.327514583,,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1.64,0,11.27,70.96,0,17.77,0.88,1450.3,1,900,1,5,0,0.1,0.8,50,1,1,6.8,32.81474,16.57111,7.99081,4.68314,3.53692,-0.5,-0.39,0.39,32.81474,0.072409005,0.057055989,0.034958995,0.039295291,0.051704111,0.072409005,,0
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,1.53,4.674202544,3.2,34.77,8.53,56.69,0,0.98,720.7898989,1,1000,2,10,0,0.5,0.2,127,1,1,7.2,40.10058,47.50606,54.91154,62.31702,71.7441,-1,-0.89,0.89,71.9,0.001,0.001,1.439676247,3.723653823,6.940782513,6.940782513,5273,0
58.693,28,7.61,1.91,8,0,0,1,0,0,0,0,2.013,7.33,4,36.63105128,21.98734454,29.93883481,9.721585227,1.115529381,429.0655657,0,750,3,4.576169511,0,0.5,0.2,177.8,0,2,7.2,42.49455,86.04744,97.56943,88.18913,51.83607,-0.66,-0.55,0.55,95,0.33302,7.81596,7.81596,12.29734,12.29734,5.1,,0
58.693,28,7.61,1.91,8,0,0,1,0,0,0,0,2.013,7.33,4,54.27159929,19.15167018,19.37785306,5.927435139,1.106360812,579.8235931,0,750,3,4.308834122,0,0.5,1,177.8,1,2,7.2,43.55469,86.85168,96.73776,88.11445,52.89588,-0.73,-0.62,0.62,97.63,0.4835,2.62062,8.22335,12.09525,12.4154,10.31055,,1
54.938,25,7.4,1.55,5,0,0,1,0,0,0,0,1.90887931,7.33,4,36.59432841,25.78088087,31.0285478,6.956885778,1.133385547,431.0144192,0,750,3,4.205587224,0,0.5,0.2,177.8,0,2,7.2,16.44704,10.83632,5.35867,1.98565,0.1773,-0.51,-0.4,0.4,16.88,0.019382837,0.034873445,0.068597942,0.059217444,0.018934381,0.019382837,,0
63.546,29,7.69,1.9,10,0,0,1,0,0,0,0,2.221241379,7.33,4,47.94932106,22.75102442,20.85411839,7.176134617,1.109533618,438.1264455,0,750,3,4.097252344,0,0.5,0.2,177.8,0,2,7.2,8.61124,9.53392,5.33303,4.37532,3.00437,-0.61,-0.5,0.5,9.58,0.010232736,0.041798612,0.055098199,0.183453667,0.445769794,0.041798612,,0
55.845,26,7.83,1.83,6,0,0,1,0,0,0,0,1.943586207,7.33,4,41.27103246,19.55416971,28.85589111,9.78857786,1.140595661,492.2024542,0,750,3,4.293429453,0,0.5,0.2,177.8,0,2,7.2,22.7493,12.42225,6.05696,2.68055,0.01,-0.41,-0.3,0.3,29.6,0.272418318,0.394708298,0.414998671,0.335014871,0.255031071,0.124309042,,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2.792052919,0,20.83,11.16,51.24,16.77,0.920854031,807,0,1000,1,7.527151868,0,0.5,0.5,177.8,0,2,7.2,68.43525,86.67787,68.43525,50.19263,31.95001,-0.6,-0.49,0.49,87,0.44212,0.8758,1.32074,1.76568,2.21062,0.8758,,0
55.845,26,7.83,1.83,6,0,1,0,0,0,0,0,0.4,3.770429861,4,24.1,16.53,38.8,20.57,1.033348485,742,1,1000,1,5.779426014,0,0.5,0.5,177.8,0,2,7.2,82.99815,77.73628,65.1124,52.48852,39.86464,-0.47,-0.36,0.36,84.7,1.58902,3.26633,4.14411,5.02189,5.89967,1.219,,0
58.93,27,7.81,1.88,7,0,1,0,0,0,0,0,0.35,3.773592546,4,20.39,19.1,39.61,20.9,1.062521486,559,1,1000,1,5.080985566,0,0.5,0.5,177.8,0,2,7.2,12.67698,14.65585,15.86896,14.65585,13.44274,-0.77,-0.66,0.66,18,0.56788,1.01424,1.68154,2.34884,3.01614,2.14865,,0
58.693,28,7.61,1.91,8,0,1,0,0,0,0,0,0.24,3.686837297,4,19.87,17.74,45.67,16.72,1.081130909,680,1,1000,1,4.879027022,0,0.5,0.5,177.8,0,2,7.2,67.88214,88.40984,92.53077,91.73952,88.44652,-0.668,-0.558,0.558,92.71,0.43732,2.00833,4.50946,6.89945,8.8251,3.61185,,0
58.693,28,7.61,1.91,8,0,1,0,0,0,0,0,1.08,5.762991436,3.7,12.94,24.29,32.64,30.13,1.01,405.6,1,800,3,5,0,0.5,0.5,127,1,1,7.2,38.89694,91.63244,91.63244,95.44036,93.93363,-0.8,-0.69,0.69,95.44036,0.971824487,3.393873149,5.06170268,8.12465651,11.68457332,8.12465651,,1
58.693,28,7.61,1.91,8,0,0,0,0,0,0,1,1.79,7.03542074,4.2,53,42.6,4.4,0,1.23,842.3380922,1,800,2,10,0,0.5,1,177.8,1,1,7.2,87.87121,90.91879,96.83909,91.86804,87.74631,-0.7,-0.59,0.59,96.83909,1.10729,3.20883,7.222,9.29877,12.58526,7.222,,0
58.693,28,7.61,1.91,8,0,0,0,0,0,0,1,1.57,7.578526301,3.7,78.1,16.9,5,0,1.09,502.4206011,1,800,2,10,0,0.5,1,177.8,1,1,7.2,62.46638,73.50762,71.73402,62.61626,51.02547,-0.6,-0.49,0.49,73.50762,0.76873,2.56887,5.2856,6.33431,7.26741,2.56887,,0
0,0,0,0,0,0,0,0,0,0,0,1,0,5.586508603,0,31.87544991,51.73092854,10.71326344,5.362906339,0.930564458,802.5708495,0,800,2,10,0,0.5,1,177.8,1,1,7.2,77.8042,63.71539,55.99652,34.03896,27.84388,-0.5,-0.39,0.39,77.8042,0.4921,0.81415,1.56558,1.58623,2.20554,0.4921,,0
0,0,0,0,0,0,0,0,0,0,0,1,0,6.037704796,0,27.58817952,53.79652658,10.21760474,7.907209235,1.043637993,835.9429409,1,800,2,10,0,0.5,1,177.8,1,1,7.2,7.26022,12.93072,7.26022,3.2634,2.16427,-0.6,-0.49,0.49,12.93072,0.08335,0.31044,0.31044,0.26502,0.26502,0.31044,,0
121.76,51,8.35,2.05,10,0,0,0,0,0,1,0,0.03,9.940460042,4,64.19,17.05,12.19,6.57,1.036860502,33.6,1,800,2,6.472776613,0,0.1,1,177.8,1,1,6.8,53.85865,57.88775,61.91685,77.83742,82.62199,-0.9,-0.79,0.79,82.62199,0.271437023,0.483802659,0.696168295,1.140652904,1.432954484,1.140652904,16580,0
55.845,26,7.83,1.83,6,0,0,1,0,0,0,0,3.899049689,9.036229985,4,55.4,23.6,15.8,5.2,1.04,425.3816359,0,700,2,2,0,0.5,2.5,177.8,1,1,7.65,84.82634,78.12473,70.77682,58.08092,38.47577,-0.45527,-0.34527,0.34527,86.84755,2.669391611,4.151938776,5.829589401,6.563899012,5.768829947,1.596,,0
55.845,26,7.83,1.83,6,0,0,1,0,0,0,0,2.157810922,4.935546221,4,37.2,21.4,32.2,9.1,0.99,570.0001165,0,800,2,2,0,0.5,2.5,177.8,1,1,7.65,78.59643,71.48235,64.07119,51.10901,34.08359,-0.45614,-0.34614,0.34614,81.11444,1.647805594,2.90740877,4.268614891,5.026121374,4.455979489,0.9292,,0
55.845,26,7.83,1.83,6,0,0,1,0,0,0,0,0.047765564,6.499302535,4,38,18.9,31.7,11.4,0.97,441.5510748,0,900,2,2,0,0.5,2.5,177.8,1,1,7.65,79.143,67.641,52.26275,34.62044,22.87596,-0.45772,-0.34772,0.34772,83.65753,1.163797815,2.218557159,2.936842521,2.786827711,2.578900762,0.5973,,0
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,1.61,4.578502677,3.3,18.3,11.21,61.65,8.18,0.996642012,752.9473874,1,1000,3,10,0,0.1,0.569908296,127,0,4,6.8,67.76384,85.25511,70.59747,58.79924,45.12049,-0.6,-0.49,0.49,85.25511,0.587871641,1.189820315,1.498275986,2.257443942,2.872320761,1.189820315,,0
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,1.64,29.07,4,46.79,27.52,14.73,10.95,1.097494257,519.1764894,1,1000,2,5,0,0.5,0.749372608,177.8,1,1.006385545,7,47.33116,68.02201,88.71286,97.07242,94.27329,-0.8,-0.69,0.69,97.07242,0.001,1.19784,3.34287,6.48211,9.0221,6.48211,4001,0
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,13.12,15.61466589,12,46.79,27.52,14.73,10.95,1.067054256,377.842248,1,1000,2,5,0,0.5,0.737172073,177.8,1,0.975526104,7,7.52334,37.46368,67.40402,93.35707,85.98768,-0.8,-0.69,0.69,93.35707,0.001,0.23084,0.64644,2.00945,3.62956,2.00945,628,0
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,32.8,13.66841813,12,46.79,27.52,14.73,10.95,1.01761982,422.9044867,1,1000,2,5,0,0.5,0.767233907,177.8,1,0.916937111,7,6.52652,15.71154,24.89656,46.86231,61.63668,-0.9,-0.79,0.79,61.63668,0.001,0.09348,0.21323,0.82606,1.8897,1.8897,423.6,0
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,52.48,13.63201182,12,46.79,27.52,14.73,10.95,0.826324954,425.9676049,1,1000,2,5,0,0.5,0.768598419,177.8,1,0.859247954,7,5.70769,12.50746,19.30723,25.50178,29.27547,-0.9,-0.79,0.79,29.27547,0.001,0.03361,0.1921,0.4492,1.06203,1.06203,81.74,0
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,2.14,5.401029567,4,55.02691439,8.942524744,18.7011634,17.32939746,0.92,143.97,1,1000,2,10,0,0.5,0.53167424,127,1,0.838457515,7.2,32.04279,75.108,92.66978,93.92241,94.07272,-1,-0.89,0.89,95.85145,1.222525363,8.312472749,18.87469351,28.1606247,36.35671683,46.34490455,,2
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,2.14,4.054771776,4,56.95692026,13.73052246,23.72135655,5.591200733,0.91,113.21,0,1000,2,10,0,0.5,0.610493815,127,1,1.156815063,7.2,30.23901,68.0432,75.108,83.67594,85.63004,-0.9,-0.79,0.79,85.63004,1.096451383,6.189114212,11.17484614,17.78290281,24.87395959,24.87395959,,2
58.693,28,7.61,1.91,8,0,0,1,0,0,0,0,0.8,5.82,4,28.2,9.1,56.6,6.1,1.14,204,0,1000,1,5,0,0.5,0.3,177.8,0,1.103031998,7.2,45.00973,71.56698,91.43461,88.1407,84.84679,-0.68,-0.57,0.57,91.81,0.830555546,3.676689187,11.44509872,20.1421243,28.83914988,9.793,,1
0,0,0,0,0,0,0,1,0,0,0,0,0,6.13,0,27.5,9.8,55.6,7.1,1.13,215,0,1000,1,5,0,0.5,0.3,177.8,0,1.2023919,7.2,43.61699,53.29024,42.66713,36.35129,30.03545,-0.76,-0.65,0.65,56,0.515674949,1.008102128,1.20514162,1.910754667,2.616367714,2.2176,,0
58.693,28,7.61,1.91,8,0,0,1,0,0,0,0,1.826387217,5.92,3.4,44.61917052,29.42200348,21.6073465,4.351479503,0.878172676,390.6150727,0,800,1,20,0,0.5,0.2,177.8,1,0.25,7.2,79.55611,88.58101,94.07093,97.31133,96.72217,-0.8,-0.69,0.69,97.31133,0.20084,3.42741,11.72621,22.50801,33.36947,22.50801,,2
55.845,26,7.83,1.83,6,0,0,1,0,0,0,0,1.782184718,5.814259386,3,38.95363026,25.22727273,24.26479561,11.5543014,0.943377209,435.9137655,0,800,1,20,0,0.5,0.2,177.8,1,0.25,7.2,32.37138,22.50696,12.18932,7.92363,4.831,-0.5,-0.39,0.39,32.37138,0.28051,0.57263,0.78508,1.0108,0.93114,0.28051,,0
58.93,27,7.81,1.88,7,0,0,1,0,0,0,0,1.883446736,6.604098759,3,45.24570238,25.79440875,23.69855878,5.261330092,0.914402573,415.5792834,0,800,1,20,0,0.5,0.2,177.8,1,0.25,7.2,2.61818,3.79124,5.25757,4.96431,3.95121,-0.7,-0.59,0.59,5.25757,0.001,0.63902,1.44898,2.17928,2.17928,1.44898,,0
54.938,25,7.4,1.55,5,0,0,0,1,0,0,0,0.44,8.2,4,38,43.9,10.3,5,1.7,938,1,900,2,2,0,0.1,0.76,177.8,0,1.459184709,6.8,34.32968,38.78376,30.98033,23.1769,15.37347,-0.566,-0.456,0.456,40.2815,1.52923,2.96581,4.75003,6.53425,8.31847,2.45035,,0
55.845,26,7.83,1.83,6,0,0,0,1,0,0,0,1.73,8.2,4,34.6,44.6,11.7,6,1.75,724,0,900,2,2,0,0.1,0.76,177.8,0,1.130203427,6.8,61.11545,57.31559,40.2771,17.08712,0.01,-0.552,-0.442,0.442,61.83849,1.96013,5.04136,6.83499,5.57778,4.32057,3.24443,,0
